Tirana,Yerevan,19/10/18,4816.0
﻿Tirana,Yerevan,27/10/18,4241.0
﻿Tirana,Yerevan,28/10/18,4226.0
﻿Tirana,Yerevan,30/10/18,3519.0
﻿Tirana,Yerevan,12/11/18,4824.0
﻿Tirana,Yerevan,14/11/18,3265.0
﻿Tirana,Yerevan,16/11/18,4357.0
﻿Tirana,Yerevan,27/11/18,4771.0
﻿Tirana,Yerevan,2/12/18,4351.0
﻿Tirana,Yerevan,5/12/18,3403.0
﻿Tirana,Antwerp,17/10/18,5071.0
﻿Tirana,Antwerp,30/10/18,6694.0
﻿Tirana,Antwerp,8/11/18,6074.0
﻿Tirana,Antwerp,16/11/18,3948.0
﻿Tirana,Antwerp,19/11/18,6280.0
﻿Tirana,Antwerp,3/12/18,4629.0
﻿Tirana,Antwerp,4/12/18,4858.0
﻿Tirana,Antwerp,7/12/18,5073.0
﻿Tirana,Dubrovnik,10/10/18,2088.0
﻿Tirana,Dubrovnik,17/10/18,2248.0
﻿Tirana,Dubrovnik,18/10/18,3108.0
﻿Tirana,Dubrovnik,19/10/18,3265.0
﻿Tirana,Dubrovnik,22/10/18,3090.0
﻿Tirana,Dubrovnik,23/10/18,2840.0
﻿Tirana,Dubrovnik,24/10/18,2592.0
﻿Tirana,Dubrovnik,31/10/18,3639.0
﻿Tirana,Dubrovnik,1/11/18,2217.0
﻿Tirana,Dubrovnik,3/11/18,3285.0
﻿Tirana,Dubrovnik,9/11/18,3317.0
﻿Tirana,Dubrovnik,11/11/18,3722.0
﻿Tirana,Dubrovnik,30/11/18,2333.0
﻿Tirana,Aarhus,18/10/18,2815.0
﻿Tirana,Aarhus,19/10/18,1994.0
﻿Tirana,Aarhus,28/10/18,3344.0
﻿Tirana,Aarhus,31/10/18,3153.0
﻿Tirana,Aarhus,1/11/18,2805.0
﻿Tirana,Aarhus,3/11/18,2876.0
﻿Tirana,Aarhus,5/11/18,2498.0
﻿Tirana,Aarhus,13/11/18,2532.0
﻿Tirana,Aarhus,26/11/18,2637.0
﻿Tirana,Aarhus,27/11/18,2364.0
﻿Tirana,Aarhus,8/12/18,3485.0
﻿Tirana,Billund,13/10/18,2568.0
﻿Tirana,Billund,17/10/18,2466.0
﻿Tirana,Billund,24/10/18,2127.0
﻿Tirana,Billund,26/10/18,2854.0
﻿Tirana,Billund,27/10/18,2280.0
﻿Tirana,Billund,29/10/18,2744.0
﻿Tirana,Billund,31/10/18,1661.0
﻿Tirana,Billund,2/11/18,2403.0
﻿Tirana,Billund,4/11/18,2505.0
﻿Tirana,Billund,10/11/18,2574.0
﻿Tirana,Billund,14/11/18,2097.0
﻿Tirana,Billund,15/11/18,2743.0
﻿Tirana,Billund,16/11/18,2032.0
﻿Tirana,Billund,18/11/18,2005.0
﻿Tirana,Billund,22/11/18,1659.0
﻿Tirana,Billund,27/11/18,1621.0
﻿Tirana,Billund,2/12/18,1842.0
﻿Tirana,Billund,4/12/18,2862.0
﻿Tirana,Billund,6/12/18,2161.0
﻿Tirana,Billund,7/12/18,2218.0
﻿Tirana,Billund,8/12/18,2698.0
﻿Tirana,Bergerac,11/10/18,2163.0
﻿Tirana,Bergerac,12/10/18,2075.0
﻿Tirana,Bergerac,13/10/18,1943.0
﻿Tirana,Bergerac,16/10/18,2237.0
﻿Tirana,Bergerac,22/10/18,2636.0
﻿Tirana,Bergerac,27/10/18,2405.0
﻿Tirana,Bergerac,31/10/18,2475.0
﻿Tirana,Bergerac,2/11/18,1580.0
﻿Tirana,Bergerac,5/11/18,2679.0
﻿Tirana,Bergerac,6/11/18,1822.0
﻿Tirana,Bergerac,14/11/18,2115.0
﻿Tirana,Bergerac,20/11/18,2714.0
﻿Tirana,Bergerac,28/11/18,2065.0
﻿Tirana,Bergerac,30/11/18,2620.0
﻿Tirana,Florence,16/10/18,7409.0
﻿Tirana,Florence,22/10/18,6348.0
﻿Tirana,Florence,24/10/18,6341.0
