Tirana,Antwerp,14/10/18,6036.0
﻿Tirana,Antwerp,23/10/18,4129.0
﻿Tirana,Antwerp,4/11/18,4641.0
﻿Tirana,Antwerp,12/11/18,4618.0
﻿Tirana,Antwerp,16/11/18,6520.0
﻿Tirana,Antwerp,24/11/18,6643.0
﻿Tirana,Antwerp,26/11/18,6429.0
﻿Tirana,Antwerp,30/11/18,5875.0
﻿Tirana,Antwerp,4/12/18,3599.0
﻿Tirana,Antwerp,7/12/18,4972.0
﻿Tirana,Ostend,11/10/18,3760.0
﻿Tirana,Ostend,15/10/18,4363.0
﻿Tirana,Ostend,18/10/18,4444.0
﻿Tirana,Ostend,30/10/18,4681.0
﻿Tirana,Ostend,3/11/18,4550.0
﻿Tirana,Ostend,4/11/18,4360.0
﻿Tirana,Ostend,8/11/18,3793.0
﻿Tirana,Ostend,16/11/18,4138.0
﻿Tirana,Ostend,20/11/18,4562.0
﻿Tirana,Ostend,21/11/18,4078.0
﻿Tirana,Ostend,23/11/18,4401.0
﻿Tirana,Ostend,4/12/18,4455.0
﻿Tirana,Ostend,6/12/18,4678.0
﻿Tirana,Ostend,7/12/18,3831.0
﻿Tirana,Sofia,13/10/18,3385.0
﻿Tirana,Sofia,15/10/18,3689.0
﻿Tirana,Sofia,2/11/18,3003.0
﻿Tirana,Sofia,3/11/18,3588.0
﻿Tirana,Sofia,4/11/18,3164.0
﻿Tirana,Sofia,14/11/18,3911.0
﻿Tirana,Sofia,16/11/18,3209.0
﻿Tirana,Sofia,18/11/18,3917.0
﻿Tirana,Sofia,26/11/18,3264.0
﻿Tirana,Sofia,5/12/18,3896.0
﻿Tirana,Sofia,7/12/18,3053.0
﻿Tirana,Varna,10/10/18,2282.0
﻿Tirana,Varna,20/10/18,2070.0
﻿Tirana,Varna,30/10/18,1869.0
﻿Tirana,Varna,1/11/18,2169.0
﻿Tirana,Varna,4/11/18,1950.0
﻿Tirana,Varna,13/11/18,2118.0
﻿Tirana,Varna,14/11/18,2009.0
﻿Tirana,Varna,15/11/18,1548.0
﻿Tirana,Varna,21/11/18,2157.0
﻿Tirana,Varna,23/11/18,2051.0
﻿Tirana,Varna,25/11/18,1443.0
﻿Tirana,Varna,27/11/18,1778.0
﻿Tirana,Varna,28/11/18,2240.0
﻿Tirana,Varna,4/12/18,2079.0
﻿Tirana,Varna,7/12/18,1848.0
﻿Tirana,Paphos,12/10/18,6760.0
﻿Tirana,Paphos,14/10/18,5467.0
﻿Tirana,Paphos,20/10/18,7425.0
﻿Tirana,Paphos,2/11/18,6649.0
﻿Tirana,Paphos,13/11/18,6433.0
﻿Tirana,Paphos,21/11/18,5848.0
﻿Tirana,Paphos,25/11/18,6936.0
﻿Tirana,Paphos,29/11/18,5283.0
﻿Tirana,Paphos,3/12/18,5467.0
﻿Tirana,Paphos,7/12/18,5430.0
﻿Tirana,Billund,10/10/18,5220.0
﻿Tirana,Billund,18/10/18,5869.0
﻿Tirana,Billund,21/10/18,6103.0
﻿Tirana,Billund,24/10/18,6169.0
﻿Tirana,Billund,26/10/18,5802.0
﻿Tirana,Billund,29/10/18,5961.0
﻿Tirana,Billund,5/11/18,4518.0
﻿Tirana,Billund,10/11/18,5981.0
﻿Tirana,Billund,11/11/18,5011.0
﻿Tirana,Billund,12/11/18,5306.0
﻿Tirana,Billund,16/11/18,5257.0
﻿Tirana,Billund,19/11/18,6389.0
﻿Tirana,Billund,21/11/18,6854.0
﻿Tirana,Billund,26/11/18,5913.0
﻿Tirana,Billund,28/11/18,5572.0
﻿Tirana,Billund,29/11/18,6284.0
﻿Tirana,Billund,4/12/18,4461.0
﻿Tirana,Billund,6/12/18,6965.0
﻿Tirana,Tampere,18/10/18,2894.0
﻿Tirana,Tampere,23/10/18,2874.0
﻿Tirana,Tampere,1/11/18,2390.0
﻿Tirana,Tampere,4/11/18,2714.0
﻿Tirana,Tampere,11/11/18,2890.0
﻿Tirana,Tampere,15/11/18,2720.0
﻿Tirana,Tampere,21/11/18,2733.0
﻿Tirana,Tampere,23/11/18,2147.0
﻿Tirana,Tampere,2/12/18,2062.0
﻿Tirana,Basel,10/10/18,6452.0
﻿Tirana,Basel,15/10/18,6785.0
﻿Tirana,Basel,17/10/18,6670.0
﻿Tirana,Basel,9/11/18,6694.0
﻿Tirana,Basel,13/11/18,6970.0
﻿Tirana,Basel,17/11/18,6177.0
﻿Tirana,Basel,20/11/18,6157.0
﻿Tirana,Basel,27/11/18,4161.0
﻿Tirana,Basel,30/11/18,5578.0
﻿Tirana,Basel,6/12/18,6510.0
﻿Tirana,Lille,13/10/18,3438.0
﻿Tirana,Lille,8/11/18,3616.0
﻿Tirana,Lille,9/11/18,4043.0
﻿Tirana,Lille,23/11/18,3680.0
﻿Tirana,Lille,8/12/18,4130.0
﻿Tirana,Allgäu,11/10/18,2688.0
﻿Tirana,Allgäu,18/10/18,2665.0
﻿Tirana,Allgäu,19/10/18,3178.0
﻿Tirana,Allgäu,26/10/18,3116.0
﻿Tirana,Allgäu,28/10/18,3247.0
﻿Tirana,Allgäu,30/10/18,2292.0
﻿Tirana,Allgäu,7/11/18,1945.0
﻿Tirana,Allgäu,10/11/18,2533.0
﻿Tirana,Allgäu,11/11/18,2070.0
﻿Tirana,Allgäu,14/11/18,3152.0
﻿Tirana,Allgäu,15/11/18,2705.0
﻿Tirana,Allgäu,18/11/18,2333.0
﻿Tirana,Allgäu,23/11/18,3155.0
﻿Tirana,Allgäu,25/11/18,3298.0
﻿Tirana,Allgäu,26/11/18,2091.0
﻿Tirana,Allgäu,27/11/18,2994.0
﻿Tirana,Allgäu,8/12/18,3361.0
﻿Tirana,Düsseldorf,10/10/18,3530.0
﻿Tirana,Düsseldorf,11/10/18,3721.0
﻿Tirana,Düsseldorf,12/10/18,3409.0
﻿Tirana,Düsseldorf,24/10/18,3707.0
﻿Tirana,Düsseldorf,26/10/18,2936.0
﻿Tirana,Düsseldorf,31/10/18,3013.0
﻿Tirana,Düsseldorf,2/11/18,2313.0
﻿Tirana,Düsseldorf,4/11/18,3417.0
﻿Tirana,Düsseldorf,10/11/18,3659.0
﻿Tirana,Düsseldorf,12/11/18,3320.0
﻿Tirana,Düsseldorf,16/11/18,3724.0
﻿Tirana,Düsseldorf,19/11/18,3135.0
﻿Tirana,Düsseldorf,22/11/18,3490.0
﻿Tirana,Düsseldorf,2/12/18,3260.0
﻿Tirana,Düsseldorf,4/12/18,2933.0
﻿Tirana,Düsseldorf,7/12/18,2425.0
﻿Tirana,Düsseldorf,8/12/18,3439.0
﻿Tirana,Karlsruhe,12/10/18,1633.0
﻿Tirana,Karlsruhe,20/10/18,2299.0
﻿Tirana,Karlsruhe,21/10/18,2644.0
﻿Tirana,Karlsruhe,29/10/18,2528.0
﻿Tirana,Karlsruhe,31/10/18,2398.0
﻿Tirana,Karlsruhe,3/11/18,1459.0
﻿Tirana,Karlsruhe,10/11/18,1905.0
﻿Tirana,Karlsruhe,11/11/18,2378.0
﻿Tirana,Karlsruhe,12/11/18,1417.0
﻿Tirana,Karlsruhe,19/11/18,1976.0
﻿Tirana,Karlsruhe,20/11/18,2370.0
﻿Tirana,Karlsruhe,2/12/18,2582.0
﻿Tirana,Karlsruhe,6/12/18,2209.0
﻿Tirana,Karlsruhe,8/12/18,1825.0
﻿Tirana,Münster,12/10/18,3118.0
﻿Tirana,Münster,17/10/18,2562.0
﻿Tirana,Münster,20/10/18,2354.0
﻿Tirana,Münster,24/10/18,3174.0
﻿Tirana,Münster,4/11/18,2693.0
﻿Tirana,Münster,5/11/18,2413.0
﻿Tirana,Münster,8/11/18,2241.0
﻿Tirana,Münster,10/11/18,2321.0
﻿Tirana,Münster,14/11/18,2239.0
﻿Tirana,Münster,16/11/18,2530.0
﻿Tirana,Münster,19/11/18,2062.0
﻿Tirana,Münster,25/11/18,2201.0
﻿Tirana,Münster,27/11/18,2883.0
